Database S1.1,,,,,,,,,
Known perovskites,,,,,,,,,
Compound,Source (ICSD ID or reference),A,,B,,B’,,X,
Na3ErCl6,65145,Na,1,Na,1,Er,3,Cl,-1
Na3FeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Fe,3,F,-1
Na3GaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ga,3,F,-1
Na3GdBr6,82354,Na,1,Na,1,Gd,3,Br,-1
Na3HoBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ho,3,Br,-1
Na3HoCl6,409508,Na,1,Na,1,Ho,3,Cl,-1
Na3HoF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ho,3,F,-1
Na3MnF6,66315,Na,1,Na,1,Mn,3,F,-1
Na3NiF6,26073,Na,1,Na,1,Ni,3,F,-1
Na3ScBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Sc,3,Br,-1
Na3ScCl6,166749,Na,1,Na,1,Sc,3,Cl,-1
Na3ScF6,400723,Na,1,Na,1,Sc,3,F,-1
Na3TiBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ti,3,F,-1
Na3TiCl6,411050,Na,1,Na,1,Ti,3,Cl,-1
Na3VF6,27347,Na,1,Na,1,V,3,F,-1
Na3YbBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Yb,3,Br,-1
Na3YbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Yb,3,Cl,-1
Na3YbF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Yb,3,F,-1
Na3YBr6,82355,Na,1,Na,1,Y,3,Br,-1
Na3YCl6,59886,Na,1,Na,1,Y,3,Cl,-1
Nd2CoMnO6,157948,Nd,3,Co,2,Mn,4,O,-2
Nd2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Co,2,Pt,4,O,-2
Nd2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Co,2,Ru,4,O,-2
Nd2CuIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Ir,4,O,-2
Nd2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Mn,4,O,-2
Nd2CuSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Sn,4,O,-2
Nd2CuTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Ti,4,O,-2
Nd2GaMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Ga,3,Mn,3,O,-2
Nd2LiIrO6,414150,Nd,3,Li,1,Ir,5,O,-2
Nd2LiOsO6,416198,Nd,3,Li,1,Os,5,O,-2
Nd2LiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Li,1,Ru,5,O,-2
Nd2MgIrO6,420876,Nd,3,Mg,2,Ir,4,O,-2
Nd2MgPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mg,2,Pt,4,O,-2
Nd2MgSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mg,2,Sn,4,O,-2
Nd2MgTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mg,2,Ti,4,O,-2
Nd2MnNiO6,160727,Nd,3,Mn,3,Ni,3,O,-2
Nd2MnRhO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mn,3,Rh,3,O,-2
Nd2MnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mn,2,Ti,4,O,-2
Nd2NaIrO6,413636,Nd,3,Na,1,Ir,5,O,-2
Nd2NaOsO6,170177,Nd,3,Na,1,Os,5,O,-2
Nd2NaRuO6,413922,Nd,3,Na,1,Ru,5,O,-2
Nd2NiPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Ni,2,Pt,4,O,-2
Nd2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Ni,2,Ru,4,O,-2
Nd2ZnPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Zn,2,Pt,4,O,-2
Pb2AlNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Al,3,Nb,5,O,-2
Pb2CaReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ca,2,Re,6,O,-2
Pb2CaTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ca,2,Te,6,O,-2
Pb2CaUO6,182556,Pb,2,Ca,2,U,6,O,-2
Pb2CdMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cd,2,Mo,6,O,-2
Pb2CdReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cd,2,Re,6,O,-2
Pb2CdTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cd,2,Te,6,O,-2
Pb2CdUO6,182557,Pb,2,Cd,2,U,6,O,-2
Pb2CdWO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cd,2,W,6,O,-2
Pb2CoMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Co,2,Mo,6,O,-2
Pb2CoNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Co,3,Nb,5,O,-2
Pb2CoReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Co,2,Re,6,O,-2
Pb2CoTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Co,3,Ta,5,O,-2
Pb2CoWO6,77912,Pb,2,Co,2,W,6,O,-2
Pb2CrNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cr,3,Nb,5,O,-2
Pb2CrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cr,3,Ta,5,O,-2
Pb2CuWO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Cu,2,W,6,O,-2
Pb2DyNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Dy,3,Nb,5,O,-2
Pb2FeMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Fe,3,Mo,5,O,-2
Pb2FeNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Fe,3,Nb,5,O,-2
Pb2FeReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Fe,3,Re,5,O,-2
Pb2FeTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Fe,3,Ta,5,O,-2
Pb2FeTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Fe,4,Ti,4,O,-2
Pb2FeWO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Fe,2,W,6,O,-2
Pb2GaNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ga,3,Nb,5,O,-2
Pb2InNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,In,3,Nb,5,O,-2
Pb2LuNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Lu,3,Nb,5,O,-2
Pb2MgMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mg,2,Mo,6,O,-2
Pb2MgReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mg,2,Re,6,O,-2
Pb2MgTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mg,2,Te,6,O,-2
Pb2MgUO6,182555,Pb,2,Mg,2,U,6,O,-2
Pb2MgWO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mg,2,W,6,O,-2
Pb2MnNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mn,3,Nb,5,O,-2
Pb2MnTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mn,3,Ta,5,O,-2
Pb2MnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Mn,2,Te,6,O,-2
Pb2NaIO6,427114,Pb,2,Na,1,I,7,O,-2
Pb2NiMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ni,2,Mo,6,O,-2
Pb2NiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ni,2,Re,6,O,-2
Pb2NiTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ni,2,Te,6,O,-2
Pb2NiUO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ni,2,U,6,O,-2
Pb2NiWO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Ni,2,W,6,O,-2
Pb2ScNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Sc,3,Nb,5,O,-2
Pb2ScSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Sc,3,Sb,5,O,-2
Pb2ScTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Sc,3,Ta,5,O,-2
Pb2SrUO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Sr,2,U,6,O,-2
Pb2TmNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Tm,3,Nb,5,O,-2
Pb2YbNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Yb,3,Nb,5,O,-2
Pb2YbTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Yb,3,Ta,5,O,-2
Pb2ZnMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Zn,2,Mo,6,O,-2
Pb2ZnReO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Zn,2,Re,6,O,-2
Pb2ZnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Zn,2,Te,6,O,-2
Pb2ZnUO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Zn,2,U,6,O,-2
Pb2ZnWO6,Prog. In Solid State Chem. 43 1-36 (2015),Pb,2,Zn,2,W,6,O,-2
Pr2CoMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Co,2,Mn,4,O,-2
Pr2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Co,2,Pt,4,O,-2
Pr2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Co,2,Ru,4,O,-2
Pr2CuSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Cu,2,Sn,4,O,-2
Pr2CuTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Cu,2,Ti,4,O,-2
Pr2LiIrO6,414149,Pr,3,Li,1,Ir,5,O,-2
Pr2LiOsO6,416197,Pr,3,Li,1,Os,5,O,-2
Pr2LiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Li,1,Ru,5,O,-2
Pr2MgIrO6,420877,Pr,3,Mg,2,Ir,4,O,-2
Pr2MgPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Mg,2,Pt,4,O,-2
Pr2MnRhO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Mn,3,Rh,3,O,-2
Pr2MnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Mn,2,Ti,4,O,-2
Pr2NaIrO6,413635,Pr,3,Na,1,Ir,5,O,-2
Pr2NaOsO6,170176,Pr,3,Na,1,Os,5,O,-2
Pr2NaRuO6,414148,Pr,3,Na,1,Ru,5,O,-2
Pr2NiMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Ni,2,Mn,4,O,-2
Pr2NiPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Ni,2,Pt,4,O,-2
Pr2ZnPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Pr,3,Zn,2,Pt,4,O,-2
Rb2AgAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Al,3,F,-1
Rb2AgErF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Rb,1,Ag,1,Er,3,F,-1
Rb2AgInF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Ag,1,In,3,F,-1
Rb2AgTmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Rb,1,Ag,1,Tm,3,Cl,-1
Rb2CsAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Cs,1,Al,3,F,-1
Rb2CsCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Cs,1,Cr,3,F,-1
Rb2CsFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Cs,1,Fe,3,F,-1
Rb2CsGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Cs,1,Ga,3,F,-1
Rb2CsVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Cs,1,V,3,F,-1
Rb2KAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Al,3,F,-1
Rb2KBiF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Bi,3,F,-1
Rb2KCeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Ce,3,F,-1
Rb2KDyF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Dy,3,F,-1
Rb2KErF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,K,1,Er,3,F,-1
Rb2KEuF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Eu,3,F,-1
Rb2KFeF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,K,1,Fe,3,F,-1
Rb2KGdF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Gd,3,F,-1
Rb2KHoF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,K,1,Ho,3,F,-1
Rb2KInF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,K,1,In,3,F,-1
Rb2KLaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,La,3,F,-1
Rb2KLuF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,K,1,Lu,3,F,-1
Rb2KNdF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Nd,3,F,-1
Rb2KPmF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Pm,3,F,-1
Rb2KPrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Pr,3,F,-1
Rb2KScF6,81679,Rb,1,K,1,Sc,3,F,-1
Rb2KSmF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Sm,3,F,-1
Rb2KTbF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,K,1,Tb,3,F,-1
Rb2KTmF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Tm,3,F,-1
Rb2KVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,V,3,F,-1
Rb2KYbF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,K,1,Yb,3,F,-1
Rb2KYF6,73472,Rb,1,K,1,Y,3,F,-1
Rb2LiAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Al,3,F,-1
Rb2LiCeCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Ce,3,Cl,-1
Rb2LiCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Cr,3,F,-1
Rb2LiDyCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Dy,3,Cl,-1
Rb2LiErCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Er,3,Cl,-1
Rb2LiEuCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Eu,3,Cl,-1
Rb2LiGdCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Gd,3,Cl,-1
Rb2LiHoCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Ho,3,Cl,-1
Rb2LiInCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,In,3,Cl,-1
Rb2LiLaCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,La,3,Cl,-1
Rb2LiLuCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Lu,3,Cl,-1
Rb2LiNdCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Nd,3,Cl,-1
Rb2LiPmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Pm,3,Cl,-1
Rb2LiPrCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Pr,3,Cl,-1
Rb2LiScCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Sc,3,Cl,-1
Rb2LiSmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Sm,3,Cl,-1
Rb2LiTbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Tb,3,Cl,-1
Rb2LiTmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Tm,3,Cl,-1
Rb2LiVCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,V,3,Cl,-1
Rb2LiVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,V,3,F,-1
Rb2LiYbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Yb,3,Cl,-1
Rb2LiYCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Li,1,Y,3,Cl,-1
Rb2NaAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Al,3,F,-1
Rb2NaCeCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Ce,3,Cl,-1
Rb2NaCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Cr,3,F,-1
Rb2NaDyCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Dy,3,Cl,-1
Rb2NaDyF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Dy,3,F,-1
Rb2NaErCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Er,3,Cl,-1
Rb2NaErF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Er,3,F,-1
Rb2NaEuCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Eu,3,Cl,-1
Rb2NaEuF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Eu,3,F,-1
Rb2NaFeF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,Na,1,Fe,3,F,-1
Rb2NaGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Ga,3,F,-1
Rb2NaGdCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Gd,3,Cl,-1
Rb2NaHoCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Ho,3,Cl,-1
Rb2NaHoF6,"Phys Solid State, 43, 1, 127-136 (2001)",Rb,1,Na,1,Ho,3,F,-1
Rb2NaInCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,In,3,Cl,-1
Rb2NaLaCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,La,3,Cl,-1
Rb2NaLuCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Lu,3,Cl,-1
Rb2NaNdCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Nd,3,Cl,-1
Rb2NaPmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Pm,3,Cl,-1
Rb2NaPrCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Pr,3,Cl,-1
Rb2NaScCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Sc,3,Cl,-1
Rb2NaScF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Sc,3,F,-1
Rb2NaSmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Sm,3,Cl,-1
Rb2NaSmF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Sm,3,F,-1
Rb2NaTbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Tb,3,Cl,-1
Rb2NaTbF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Tb,3,F,-1
Rb2NaTmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Tm,3,Cl,-1
Rb2NaTmF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Tm,3,F,-1
Rb2NaVCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,V,3,Cl,-1
Rb2NaVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,V,3,F,-1
Rb2NaYbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Yb,3,Cl,-1
Rb2NaYbF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Yb,3,F,-1
Rb2NaYCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Rb,1,Na,1,Y,3,Cl,-1
Rb2NaYF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Na,1,Y,3,F,-1
Rb3AlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Al,3,F,-1
Rb3BiCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rv,1,Rb,1,Bi,3,Cl,-1
Rb3CrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Cr,3,F,-1
Rb3DyF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Dy,3,F,-1
Rb3ErF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Er,3,F,-1
Rb3FeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Fe,3,F,-1
Rb3GaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Ga,3,F,-1
Rb3HoF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,Ho,3,F,-1
Rb3InF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,In,3,F,-1
Rb3VF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Rb,1,Rb,1,V,3,F,-1
Sc2NiMnO6,251832,Sc,3,Ni,2,Mn,4,O,-2
Sm2CoMnO6,192616,Sm,3,Co,2,Mn,4,O,-2
Sm2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Co,2,Pt,4,O,-2
Sm2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Co,2,Ru,4,O,-2
Sm2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Cu,2,Mn,4,O,-2
Sm2CuSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Cu,2,Sn,4,O,-2
Sm2CuTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Cu,2,Ti,4,O,-2
Sm2LiIrO6,414151,Sm,3,Li,1,Ir,5,O,-2
Sm2LiOsO6,416196,Sm,3,Li,1,Os,5,O,-2
Sm2LiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Li,1,Ru,5,O,-2
Sm2MgIrO6,420878,Sm,3,Mg,2,Ir,4,O,-2
Sm2MgPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Mg,2,Pt,4,O,-2
Sm2MnRhO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Mn,3,Rh,3,O,-2
Sm2MnTiO6,90453,Sm,3,Mn,2,Ti,4,O,-2
Sm2NaIrO6,59909,Sm,3,Na,1,Ir,5,O,-2
Sm2NiMnO6,163802,Sm,3,Ni,2,Mn,4,O,-2
Sm2NiPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Ni,2,Pt,4,O,-2
Sm2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Ni,2,Ru,4,O,-2
Sm2ZnPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Sm,3,Zn,2,Pt,4,O,-2
Sr2AlNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Al,3,Nb,5,O,-2
Sr2AlSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Al,3,Sb,5,O,-2
Sr2AlTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Al,3,Ta,5,O,-2
Sr2BiLuO6,88149,Sr,2,Lu,3,Bi,5,O,-2
Sr2BiSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Bi,3,Sb,5,O,-2
Sr2CaMoO6,380254,Sr,2,Ca,2,Mo,6,O,-2
Sr2CaOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ca,2,Os,6,O,-2
Sr2CaReO6,182568,Sr,2,Ca,2,Re,6,O,-2
Sr2CaTeO6,414435,Sr,2,Ca,2,Te,6,O,-2
Sr2CaUO6,62539,Sr,2,Ca,2,U,6,O,-2
Sr2CaWO6,164554,Sr,2,Ca,2,W,6,O,-2
Sr2CdMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cd,2,Mo,6,O,-2
Sr2CdReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cd,2,Re,6,O,-2
Sr2CdTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cd,2,Te,6,O,-2
Sr2CdUO6,167925,Sr,2,Cd,2,U,6,O,-2
Sr2CdWO6,245682,Sr,2,Cd,2,W,6,O,-2
Sr2CeHfO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ce,4,Hf,4,O,-2
Sr2CeIrO6,90493,Sr,2,Ce,4,Ir,4,O,-2
Sr2CeTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ce,4,Ta,4,O,-2
Sr2CeZrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ce,4,Zr,4,O,-2
Sr2CoFeO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,4,Fe,4,O,-2
Sr2CoIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,3,Ir,5,O,-2
Sr2CoMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,4,Mn,4,O,-2
Sr2CoMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,2,Mo,6,O,-2
Sr2CoNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,3,Nb,5,O,-2
Sr2CoOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,2,Os,6,O,-2
Sr2CoReO6,173491,Sr,2,Co,2,Re,6,O,-2
Sr2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,3,Ru,5,O,-2
Sr2CoSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,3,Sb,5,O,-2
